titre,auteur,localisation,code barre,cote,nombre de prets
La quatrième génération [DVD],"François Caillat, réal.",ADU2DVD,3295500568177,944.081 CAI,1
Ukraine,"Ksenia Bolchakova, Philippe Lagnier, réal., scénario",ADU2DVD,3295500567880,947 BOL,3
Asie-Pacifique,"Anne Loussouarn, réal., scénario",ADU2DVD,3295500568059,950 LOU,1
L'homme qu cherchait son fils,"Delphine Deloget, Stéphane Correa, real.",ADU2DVD,3295500567674,951 DEL,1
Le Monde selon Xi Jinping,"Sophie Lepault, réal., scénario, voix parlée",ADU2HIS,3295500567885,951 LEP,1
Taïwan Nation Interdite,"Wandrille Lanos, réalisateur",ADU2DVD,3295500568186,951.2 LAN,1
The marriage project,"Atieh Attarzadeh, Hesam Eslami, réal., aut.",ADU2DVD,3295500568486,956 ATT,1
Sept hivers à Téhéran,"Steffi Niederzoll, réalisation, scénario",ADU2DVD,3295500568196,956 NIE,1
Tonratun,"Inna Mkhitaryan, réalisation, scénario",ADU2DVD,3295500567884,956.62 MKH,1
Histoire de Jérusalem,"texte et scénario, Vincent Lemire",GLADA,1696235012919,956.94 LEM,0
Black Far West,"Cécile Denjean, réal.",ADU2HIS,3295500568163,973 DEN,1
Between the earth & sky,"Lankum, ens. voc. & instr.",MUSDUMONDE,3295500567693,973.4 LAN,4
Mon pays imaginaire,"Patricio Guzmán, réalisation, scénario",ADU2DVD,3295500568062,983.06 GUZ,1
João,Bebel Gilberto,MUSVINYLE,3295500568144,997.4 GIL,0
Madame la Lune,texte Cécile Lamare,JDI,,A LAM,0
Alpi the soul sender,Rona,MANGA,116080602,ALP 7,2
Notre temps,dir. publ. Roger Lavialle,PREEP,3295500852592,B 187,5
Notre temps,dir. publ. Roger Lavialle,PREEP,3295500852595,B 187,2
Notre temps,dir. publ. Roger Lavialle,PREEP,3295500855191,B 187,2
Soul bag,dir. publ. Jacques Périn,MUSPER,3295500856027,B 223,0
Ramsès II,Bénédicte Lhoyer,ADU2BIOGRHIS,3295500854671,B 932 RAM,0
Lady Diana,Lou Sentine,ADU2BIOGRHIS,3295500854670,B 941 DIA,0
Panama Al Brown,Eduardo Arroyo,GLADA,1701765012916,B ARR,1
Marguerite Duras,Laure Adler,GLADA,1092210020311,B DUR,10
"Françoise Héritier, la biographie",Gérald Gaillard,GLADA,1701425012911,B HER,1
"Mira, ma plus belle histoire d'amour ",Éric St-Pierre,GLADA,1701465012919,B MIR,1
Dead dead demons dededede destruction,Inio Asano,GLAABD,1681375012912,BD ASA d T.1,3
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725605012911,BD ASA d T.10,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725615012918,BD ASA d T.11,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1681405012912,BD ASA d T.12,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1681385012919,BD ASA d T.2,2
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1681395012916,BD ASA d T.3,2
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725545012910,BD ASA d T.4,2
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725555012917,BD ASA d T.5,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725565012914,BD ASA d T.6,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725575012911,BD ASA d T.7,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725585012918,BD ASA d T.8,1
Dead dead demon's dededede destruction,Inio Asano,GLAABD,1725595012915,BD ASA d T.9,1
Kill or be killed,"scénario, Ed Brubaker",GLAABD,1725655012916,BD BRU k T.4,3
Le million,Kohei Horikoshi,BANDEDESSINEE,117830602,BD HOR,1
La fête de Yuei commence !,Kohei Horikoshi,BANDEDESSINEE,117840602,BD HOR,3
Un avenir radieux,Kohei Horikoshi,BANDEDESSINEE,117910602,BD HOR,2
Trillion game,"scénario, Riichiro Inagaki",GLAABD,1681345012911,BD INA t T.1,2
Trillion game,"scénario, Riichiro Inagaki",GLAABD,1681355012918,BD INA t T.2,2
Trillion game,"scénario, Riichiro Inagaki",GLAABD,1681365012915,BD INA t T.3,2
Trillion game,"scénario, Riichiro Inagaki",GLAABD,1725535012913,BD INA t T.4,2
Evol,,GLAABD,1698075012913,BD KAN e t.1,0
Evol,,GLAABD,1698085012910,BD KAN e t.2,0
Evol,,GLAABD,1698095012917,BD KAN e t.3,0
Lore Olympus,,BANDEDESSINEE,117930602,BD SMY,0
Orange,Ichigo Takano,GLAABD,1698025012918,BD TAK o t.5,1
Futurs,Ichigo Takano,GLAABD,1698045012912,BD TAK o t.6,1
Pour toi,Ichigo Takano,GLAABD,1698035012915,BD TAK o t.7,1
Beyond the clouds,par Nicke,MANGA,116200602,BEY 1,1
Beyond the clouds,par Nicke,MANGA,116210602,BEY 2,1
Beyond the clouds,par Nicke,MANGA,116220602,BEY 3,1
Beyond the clouds,par Nicke,MANGA,116230602,BEY 4,1
Beyond the clouds,par Nicke,MANGA,116240602,BEY 5,1
A star and a stray dog,Tite Kubo,MANGA,43500602,BLEACH 11,12
Un pour tous et tous pour Pistache,Saïd Sassine,JEUM1BD,3295500854073,BON 2,5
Un Petit Chaperon rouge,textes de Claude Clément,JEU1CONTES69,3295500841776,C CLE (vert),3
Le petit Poucet,par Christian Roux,JEU1CP,32955004443369,C ROU (cote verte),19
Les carnets de l'apothicaire,"scénario, Itsuki Nanao",MANGA,116000602,CAR 10,3
Les carnets de l'apothicaire,"scénario, Itsuki Nanao",MANGA,116070602,CAR 11,4
Le comte de Monte-Cristo,"dessins, Nokman Poon",BANDEDESSINEE,117860602,CLA,1
Othello,,BANDEDESSINEE,117870602,CLA,2
L'héritage des Montdarcy,"scénario, Régis Hautière",JEU1BD,3295500854247,CLA 2,1
L'enfant fleur,par Domas,JEUM1BD,3295500854249,CON 18,2
Plus que jamais,"Emily Atef, réal., scénario",MUSDVDFICTIONADU,3295500567743,D ATE,4
Les  repentis,"Iciar Bollain, réal.",MUSDVDFICTIONADU,3295500567716,D BOL,5
Contes de printemps,"Nandini Rao, Nirupa Rao, Kalp Sanghvi, Armelle Mercat, Marina Rosset, Filip Diviak, réal.",MUSDVDFICTIONENFANTS,3295500568490,D CON,1
Cour-mé-trash,"Vincent Gibaud, Augustin Guichot, Gabriel Amar, Louis Doucerain, Joseph Heu, William Marcere, Terence Tieu, Morgane Vaast, Julien David, Quentin Vien, Paul Autric, Quentin Camus, Léa Georges, Maryka Laudet, Zoé Sottiaux, Corentin Yvergniaux, David Feliu, Varun Nair, Juliana de Lucca, Nicholas Olivieri, Yi Shen, Britt Raes, Tue Sanggaard, réal.",MUSDVDFICTIONADU,3295500567491,D COU,3
Chevalier noir,"Emad Aleebrahim dehkordi, réal.",MUSDVDFICTIONADU,3295500567926,D DEH,2
L'amour et les forêts,"Valérie Donzelli, réal., scénario, adapt., dial.",MUSDVDFICTIONADU,3295500568581,D DON,3
Souterrain,"Sophie Dupuis, réal.",MUSDVDFICTIONADU,3295500567595,D DUP,5
Les battantes,"Astar Elkayam, réal., scénario",MUSDVDFICTIONADU,3295500568569,D ELK,1
Domingo et la brume,"Ariel Escalante meza, réal.",MUSDVDFICTIONADU,3295500567934,D ESC,4
Les engagés,"Emilie Frèche, réal., scénario",MUSDVDFICTIONADU,3295500567727,D FRE,7
Happy Valley,"Euros Lyn, Tim Fywell, Sally Wainwright, réal.",MUSDVDFICTIONADU,3295500567915,D HAP,4
Juste sous vos yeux,"Sang-soo Hong, réal.",MUSDVDFICTIONADU,3295500567725,D HON,3
107 mothers,"Peter Kerekes, réal., scénario",MUSDVDFICTIONADU,3295500854594,D KER,2
Elephant,"Kamil Krawczycki, réal.",MUSDVDFICTIONADU,3295500568504,D KRA,1
Ultra pulpe et autres chairs | Extazus | Niemand | A rebours | A black sun sets upon a violet desert | huyswomans | The return of tradedy,,MUSDVDFICTIONADU,3295500567599,D MAN,5
Magdala,"Damien Manivel, réal., scénario",MUSDVDFICTIONADU,3295500567916,D MAN,2
Marcel le coquillage (avec ses chaussures),"Dean Fleischer-camp, réal.",MUSDVDFICTIONENFANTS,3295500568551,D MAR,1
Un monde de dragons,"Gisèle Laraillet, réal.",MUSDVDFICTIONENFANTS,3295500567772,D MON,1
Le Mulot menteur,"Sophie Roze, Rebecca Akoun, Marina Rosset, Andrea Kiss, réal.",JEU,3295500568221,D MUL,0
"""De l'influence des rayons gamma sur le comportement des marguerites""",,MUSDVDFICTIONADU,3295500567606,D NEW,2
Enquête sur un scandale d'État,"Thierry de Peretti, réal., scénario",MUSDVDFICTIONADU,3295500567820,D PER,1
Tant que le soleil frappe,"Philippe Petit, réal.",MUSDVDFICTIONADU,3295500854253,D PET,1
Le  petit Gruffalo,"Johannes Weiland, Uwe Heidschotter, réal.",JEU,3295500568222,D PET,0
La  conspiration du Caire,"Tarik Saleh, réal.",MUSDVDFICTIONADU,3295500567843,D SAL,3
Lucie perd son cheval,"Claude Schmitz, réal.",MUSDVDFICTIONADU,3295500568582,D SCH,1
Nos soleils,"Carla Simon, réal.",MUSDVDFICTIONADU,3295500567844,D Sim,6
Tintin 1 [DVD] : 3 aventures intégrales  ,"Stéphane Bernasconi, réal. ; d'après Hergé ; scénario de Martin Brossollet, Peter Meech, Amélie Aubert, Alex Boon ; mus. de Ray Parker, Jim Morgan, Tom Szczesniak ",MUSDVDFICTIONADU,32955004641533,D TIN,71
Les  huit montagnes,"Felix Van groeningen, Charlotte Vandermeersch, réal.",MUSDVDFICTIONADU,3295500567777,D VAN,4
Unicorn Wars,"Alberto Vazquez, réal.",MUSDVDFICTIONADU,3295500567842,D VAZ,2
L'enfer vert,"James Whale, réal.",MUSDVDFICTIONADU,3295500567726,D WHA,7
Les travaux et les jours,"C. W. Winter, réal., scénario",MUSDVDFICTIONADU,3295500567605,D WIN,2
Le démon,Akira Toriyama,MANGA,35120602,DRA 14,17
Piccolo,Akira Toriyama (Auteur Principal),MANGA,114450602,DRA 25,2
On joue ?,le best-seller de Hervé Tullet adapté aux petites mains !,BACAALBUMPETITS,113660602,EA,0
Chez moi,Maureen Roffey,BACAALBUMPETITS,109180602,EA,1
Le secret du potager,Luc Foccroulle,BACAALBUM,116810602,EA (M),2
Le lièvre et la tortue,,BACAALBUM,118620602,EA ALV 2023,0
La cigale et la fourmi,,BACAALBUM,118570602,EA ALV 2023,0
Dico dino,Raphaël Fejtö,BACAALBUM,118680602,EA FEJ,0
Zoum zoum,María José Ferrada,BACAALBUM,118780602,EA FER,0
Le secret de Soro,Charline Le Maguet,BACAALBUM,118590602,EA MAG,0
La nature sauvage,Steve McCarthy,BACAALBUMPETITS,119130602,EA MCC,0
Sorcière et Chanoir,Marina Philippart,BACAALBUM,118790602,EA PHI,0
Abécédaire à toucher de Balthazar,Marie-Hélène Place,JUNBACAPPRENDRE,118560602,EA PLA,0
Les lettres à toucher de Balthazar,Marie-Hélène Place,JUNBACAPPRENDRE,118660602,EA PLA,0
Ma chère tétine,écrit et conçu par Héloïse Junier,BACAALBUM,118630602,EA XEN,0
La petite sirène,[adaptation phonographique de Marie-Jo Aznar],LIVRESAECOUTER,118720602,EC,0
Le monde de Nemo,Disney. Pixar,LIVRESAECOUTER,118700602,EC,0
Mystère au Muséum,une série de Pascal Brissy,ROMANMOINS8,116570602,ER BRI,3
Panique jurassique,écrit par Pascal Brissy,ROMANMOINS8,116620602,ER BRI,4
"Le DELF junior et scolaire A1, nouvelles épreuves","Dorothée Dupleix, Catherine Houssa, Marie Rabin",ADU2FLE,3295500852564,FLE -METHODE  A1,0
01net : le magazine de la High-Tech plaisir,,JUN Périodiques,119490602,GLA,
La fin du commencement et le commencement de la fin,Kohei Horikoshi,MANGA,116090602,HER 11,3
L'examen,Kohei Horikoshi,MANGA,116100602,HER 12,3
On va causer de ton alter !,Kohei Horikoshi,MANGA,116110602,HER 13,3
Overhaul,Kohei Horikoshi,MANGA,116120602,HER 14,3
Lutte contre le destin,Kohei Horikoshi,MANGA,116130602,HER 15,4
Red riot,Kohei Horikoshi,MANGA,116140602,HER 16,3
Où va le chat ?,Léa Decan,BACAALBUMJEUNES,32955004600323,JA DEC,0
Le merle,une bande dessinée de Julie Colombet écrit par Marie Desplechin,GALDJ,1695505012918,JD 598 COL,0
Le livre que personne ne voulait lire,Richard Ayoade,GLAFJ,1698855012911,JR AYO,1
Rendez-vous chez Mousse,Claire Lebourg,ROMANENFANT,119040602,JR LEB,0
Parfois j'aimerais que ma vie ressemble à une comédie musicale,Taï-Marc Le Thanh,GLAADO,1698925012919,JR LET,1
Le manoir où la mort rôde,Bertrand et Neil Puard,GLAFJ,1698705012917,JR PUA,1
Monosourcil,Delphine Vallette,GLAFJ,1698785012913,JR VAL,1
Nausicaä de la vallée du vent,"Hayao Miyazaki, réal.",GLAJDVD,1697025012911,JV NAU,3
Shrek 2,"Andrew Adamson, Vicky Jenson, Kelly Asbury, Conrad Vernon, Chris Miller, Raman Hui, réal.",GLAJDVD,1727645012913,JV s T. 2 SHR,0
Léviathan,Shiro Kuroi,MANGA,116250602,LEV 3,0
Les pieds qui poussent,"scénario, Catherine Romat",JEU1BD,3295500855636,LIN 1,1
"Adam, l'ultime robot",Ryuko Azuma,ADUM1M,3295500852845,M ADAM,3
"Adam, l'ultime robot",Ryuko Azuma,ADUM1M,3295500852816,M ADAM,3
Altaïr,"scénario et dessins, Kotono Kato",JEUM1MANGAS,3295500852228,M ALT 24,1
Altaïr,"scénario et dessins, Kotono Kato",JEUM1MANGAS,3295500852229,M ALT 25,2
Amanchu !,Kozue Amano,JEUM1MANGAS,3295500852222,M AMA 16,0
Amanchu !,Kozue Amano,JEUM1MANGAS,3295500852223,M AMA 17,1
The ancient magus bride,"scénario, Isuo Tsukumo",JEUM1MANGAS,3295500854501,M ANC 1,3
Anne et la maison aux pignons verts,Yumiko Igarashi,JEUM1MANGAS,3295500854222,M ANN 1,0
Anne,Yumiko Igarashi,JEUM1MANGAS,3295500854224,M ANN 2,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500854471,M AOA 1,2
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855616,M AOA 10,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855615,M AOA 11,2
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855614,M AOA 12,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855613,M AOA 13,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855612,M AOA 14,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855610,M AOA 15,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855609,M AOA 16,0
Ao Ashi,,JEUM1MANGAS,3295500855607,M AOA 17,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855608,M AOA 18,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500853829,M AOA 2,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500853828,M AOA 3,2
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500854470,M AOA 4,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855349,M AOA 5,2
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855350,M AOA 6,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855351,M AOA 7,1
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855352,M AOA 8,0
Ao Ashi,Yûgo Kobayashi,JEUM1MANGAS,3295500855353,M AOA 9,1
A Returner's Magic Should be Special T01,,JEUM1MANGAS,3295500855780,M ARE 1,1
Arena,,JEUM1MANGAS,3295500855784,M ARE 3,1
Assassination classroom,Yusei Matsui,JEUM1MANGAS,3295500853838,M ASS 8,5
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500852782,M ATE 10,4
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500852743,M ATE 11,4
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500850825,M ATE 2,6
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500850826,M ATE 3,5
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500852788,M ATE 6,6
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500852532,M ATE 7,4
L'atelier des sorciers,Kamome Shirahama,JEUM1MANGAS,3295500852823,M ATE 9,5
L'attaque des titans,Hajime Isayama,JEUM1MANGAS,3295500852384,M ATT 34,6
Au grand air,Afro,JEUM1MANGAS,3295500855462,M AUG 10,0
Au grand air,Afro,JEUM1MANGAS,3295500855483,M AUG 11,1
Au grand air,Afro,JEUM1MANGAS,3295500855480,M AUG 12,0
Au grand air,Afro,JEUM1MANGAS,3295500855485,M AUG 2,0
Au grand air,Afro,JEUM1MANGAS,3295500855469,M AUG 4,0
Au grand air,Afro,JEUM1MANGAS,3295500855589,M AUG 5,1
Au grand air,Afro,JEUM1MANGAS,3295500855590,M AUG 6,0
Au grand air,Afro,JEUM1MANGAS,3295500855491,M AUG 7,0
Au grand air,Afro,JEUM1MANGAS,3295500855487,M AUG 8,1
Au grand air,Afro,JEUM1MANGAS,3295500855466,M AUG 9,1
Banana fish,scénario et dessin Akimi Yoshida,ADUM1M,3295500855453,M BANA,3
Banana fish,scénario et dessin Akimi Yoshida,ADUM1M,3295500855451,M BANA,1
Banana fish,scénario et dessin Akimi Yoshida,ADUM1M,3295500853385,M BANA,6
Black butler,Yana Toboso,JEUM1MANGAS,3295500852215,M BLA 26,4
Black butler,Yana Toboso,JEUM1MANGAS,3295500852214,M BLA 27,4
Black butler,Yana Toboso,JEUM1MANGAS,3295500852291,M BLA 28,4
Black butler,Yana Toboso,JEUM1MANGAS,3295500852298,M BLA 29,4
Black butler,Yana Toboso,JEUM1MANGAS,3295500852296,M BLA 30,4
Black butler,Yana Toboso,JEUM1MANGAS,3295500852293,M BLA 31,3
Black Butler - Tome 32,,JEUM1MANGAS,3295500852292,M BLA 32,3
Blue exorcist,,JEUM1MANGAS,3295500852853,M BLU,1
Blue exorcist,Kazue Kato,JEUM1MANGAS,3295500853607,M BLU 27,1
Bride stories,Kaoru Mori,ADUM1M,3295500852815,M BRID,5
Bride stories,Kaoru Mori,ADUM1M,3295500852825,M BRID,4
Bride stories,Kaoru Mori,ADUM1BD,3295500855435,M BRID,1
Btooom !,Jun'ya Inoue,ADUM1M,3295500853580,M BTOO,5
Btooom !,Junya Inoue,ADUM1M,3295500853391,M BTOO,4
Btooom !,Junya Inoue,ADUM1M,3295500853388,M BTOO,6
Btooom !,Jun'ya Inoue,ADUM1M,3295500853386,M BTOO,6
Btooom !,Junya Inoue,ADUM1M,3295500853387,M BTOO,5
La cantine de minuit,Yarô Abe,ADUM1M,3295500855457,M CANT,1
Colossale,une histoire de Rutile et Diane Truc,JEUM1MANGAS,3295500854474,M COL 2,2
Crush of lifetime,"[scénariste], Jeong Halim",JEUM1MANGAS,3295500853848,M CRU 2,1
Crush of lifetime,"[scénariste], Jeong Halim",JEUM1MANGAS,3295500853841,M CRU 3,2
Darwin,Keto Valero,JEUM1MANGAS,3295500855484,M DAR 2,0
Darwin's incident,Shun Umezawa,ADUM1M,3295500852841,M DARW,5
Darwin's incident,Shun Umezawa,ADUM1M,3295500852887,M DARW,5
Deathco,Atsushi Kaneko,ADUM1M,3295500855443,M DEAT,0
Détective Conan,Gosho Aoyama,JEUM1MANGAS,3295500853594,M DET 100,7
Détective Conan,Gosho Aoyama,JEUM1MANGAS,3295500853595,M DET 101,8
La voix de Judas,Katsura Hoshino,JEUM1MANGAS,3295500852822,M DGR 20,1
Distress,,JEUM1MANGAS,3295500852524,M DIS 1,4
Distress,Toth-M,JEUM1MANGAS,3295500855844,M DIS 2,0
Dragon head,Minetaro Mochizuki,ADUM1M,3295500855389,M DRAG,1
Bibi,Reno Lemaire,JEUM1MANGAS,3295500854958,M DRE 21,1
The druid of Seoul station,"[dessin], LiveBear",JEUM1MANGAS,3295500855786,M DRU 3,1
The Druid of Seoul Station T04,,JEUM1MANGAS,3295500855479,M DRU 4,0
The Druid of Seoul Station T05,,JEUM1MANGAS,3295500855344,M DRU 5,1
Eizôken !!,,JEUM1MANGAS,3295500855855,M EIZ 1,1
Les enfants de la baleine,Abi Umeda,JEUM1MANGAS,3295500852230,M ENF 18,1
Les enfants de la baleine,Abi Umeda,JEUM1MANGAS,3295500852226,M ENF 19,2
Les enfants de la baleine,Abi Umeda,JEUM1MANGAS,3295500852225,M ENF 20,1
Les enfants de la baleine,Abi Umeda,JEUM1MANGAS,3295500852224,M ENF 21,2
Les Enfants de la baleine,,JEUM1MANGAS,3295500855592,M ENF 22,0
L'enfant et le maudit,Nagabe,ADUM1M,3295500855440,M ENFA,1
En proie au silence,Akane Torikai,ADUM1M,3295500855439,M ENPR,1
En proie au silence,Akane Torikai,ADUM1M,3295500855441,M ENPR,0
En proie au silence,Akane Torikai,ADUM1M,3295500855438,M ENPR,0
En proie au silence,Akane Torikai,ADUM1M,3295500853400,M ENPR,3
Fairy tail,"[scénario et storyboard], Hiro Mashima",JEUM1MANGAS,3295500855827,M FAI 10,0
Fairy tail,"[scénario et storyboard], Hiro Mashima",JEUM1MANGAS,3295500855841,M FAI 4,0
Fairy tail,"[scénario et storyboard], Hiro Mashima",JEUM1MANGAS,3295500855838,M FAI 5,1
Fairy tail,"[scénario et storyboard], Hiro Mashima",JEUM1MANGAS,3295500855833,M FAI 6,0
Fairy tail,Hiro Mashima,JEUM1MANGAS,3295500855817,M FAI 8,0
Fairy tail,Hiro Mashima,JEUM1MANGAS,3295500855828,M FAI 9,1
La fille du temple aux chats,Makoto Ojiro,JEUM1MANGAS,3295500854473,M FIL 1,2
La fille du temple aux chats,Makoto Ojiro,JEUM1MANGAS,3295500854953,M FIL 8,0
La fille du temple aux chats,Makoto Ojiro,JEUM1MANGAS,3295500854954,M FIL 9,1
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500853866,M FIR 22,4
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500853138,M FIR 23,3
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500853593,M FIR 24,2
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500855823,M FIR 25,1
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500855822,M FIR 26,0
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500855837,M FIR 27,1
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500855834,M FIR 28,0
Fire Force - Tome 29,,JEUM1MANGAS,3295500855831,M FIR 29,1
Fire force,Atsushi Ohkubo,JEUM1MANGAS,3295500854499,M FIR 30,0
Fire Force ,,JEUM1MANGAS,3295500855830,M FIR 31,1
Gilgamesh,Hwan Daeng,JEUM1MANGAS,3295500855626,M GIL 1,1
Gilgamesh,Hwan Daeng,JEUM1MANGAS,3295500855627,M GIL 2,0
Gin Tama,Hideaki Sorachi,JEUM1MANGAS,3295500853599,M GIN 1,3
Ceux qui portent un bandeau frontal veulent réussir leurs examens,Hideaki Sorachi,JEUM1MANGAS,3295500852217,M GIN 67,1
On a toujours tendance à oublier le fils cadet,Hideaki Sorachi,JEUM1MANGAS,3295500852216,M GIN 68,0
"Comme les gens ont tendance à vous détester si vous leur parlez de vos vieux exploits, il vaut mieux laisser quelqu'un d'autre les raconter à votre place",Hideaki Sorachi,JEUM1MANGAS,3295500853863,M GIN 69,1
Celui qui fait le bien en commettant le mal,Hideaki Sorachi,JEUM1MANGAS,3295500853871,M GIN 70,0
Gin Tama,,JEUM1MANGAS,3295500853872,M GIN 71,1
"Quand tu as besoin d'un coup de patte, adresse-toi à un animal avec des coussinets",Hideaki Sorachi,JEUM1MANGAS,3295500853870,M GIN 72,0
La flamme de la vie,Hideaki Sorachi,JEUM1MANGAS,3295500853865,M GIN 73,1
Gin Tama,Hideaki Sorachi,JEUM1MANGAS,3295500853862,M GIN 74,0
Le match contre les dieux,Yong-Je Park,JEUM1MANGAS,3295500855606,M GOD 1,1
God of high school,Yong-Je Park,JEUM1MANGAS,3295500855605,M GOD 2,0
God of high school,Yong-Je Park,JEUM1MANGAS,3295500855620,M GOD 3,1
God of high school,,JEUM1MANGAS,3295500855622,M GOD 4,0
God of high school,,JEUM1MANGAS,3295500855621,M GOD 5,1
LE CHAT NOIR,,ADUM1M,3295500852799,M HINO,3
Hunter x Hunter,Yoshihiro Togashi,JEUM1MANGAS,3295500852555,M HUN 37,3
Ryomen Sukuna,Gege Akutami,JEUM1MANGAS,3295500852861,M JUJ 1,7
La veille de la fête,Gege Akutami,JEUM1MANGAS,3295500852858,M JUJ 10,3
Je vais te tuer,Gege Akutami,JEUM1MANGAS,3295500853149,M JUJ 4,5
Kaiju n° 8,Naoya Matsumoto,JEUM1MANGAS,3295500852507,M KAI 3,2
Kaiju n° 8,Naoya Matsumoto,JEUM1MANGAS,3295500852824,M KAI 4,2
Kaiju n° 8,Naoya Matsumoto,JEUM1MANGAS,3295500855840,M KAI 6,0
Kaiju n° 8,Naoya Matsumoto,JEUM1MANGAS,3295500855839,M KAI 7,1
Kaiju N°8,,JEUM1MANGAS,3295500855854,M KAI 8,0
Kaiju n° 8,,JEUM1MANGAS,3295500855853,M KAI 9,1
La plaine du Kantô,Kazuo Kamimura,ADUM1M,3295500852843,M KAMI,2
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855601,M KAR 22,0
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855604,M KAR 23,1
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855602,M KAR 24,0
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855618,M KAR 25,1
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855779,M KAR 26,0
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855778,M KAR 27,1
Karneval,Touya Mikanagi,JEUM1MANGAS,3295500855617,M KAR 28,0
Les légendaires,"scénario, Patrick Sobral",JEUM1MANGAS,3295500852236,M LEGE 5,5
Les légendaires,"scénario, Patrick Sobral",JEUM1MANGAS,3295500852218,M LEGE 6,4
Les légendaires,"scénario, Patrick Sobral",JEUM1MANGAS,3295500852219,M LEGE 7,5
Les légendaires,,JEUM1MANGAS,3295500852556,M LEGE 8,4
Let's play,Leeanne M. Krecic,JEUM1MANGAS,3295500855781,M LET 1,1
Let's play,Leeanne M. Krecic,JEUM1MANGAS,3295500855337,M LET 2,1
Let's play,Leeanne M. Krecic,JEUM1MANGAS,3295500855785,M LET 3,1
Little witch academia,Keisuke Sato,JEUM1MANGAS,3295500852536,M LIT 2,3
Lucja,Coji Inada,JEUM1MANGAS,3295500855774,M LUC 1,1
Lucja,Coji Inada,JEUM1MANGAS,3295500855773,M LUC 2,0
Lucja,Coji Inada,JEUM1MANGAS,3295500855775,M LUC 3,1
Lucja,,JEUM1MANGAS,3295500855852,M LUC 4,0
Magus of the library,Mitsu Izumi,JEUM1MANGAS,3295500855600,M MAG 2,0
Magus of the library,Mitsu Izumi,JEUM1MANGAS,3295500855598,M MAG 4,0
Magus of the library,Mitsu Izumi,JEUM1MANGAS,3295500855596,M MAG 5,3
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851307,M MIN 10,4
Minuscule,,JEUM1MANGAS,3295500854223,M MIN 11,1
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851316,M MIN 4,5
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851312,M MIN 5,5
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851305,M MIN 6,5
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851323,M MIN 7,2
